Jahr,Altersgruppe,Woche,Tote
2016,70-75,37,1360
2016,70-75,38,1373
2016,70-75,39,1337
2016,70-75,40,1371
2016,70-75,41,1456
2016,70-75,42,1482
2016,70-75,43,1407
2016,70-75,44,1494
2016,70-75,45,1425
2016,70-75,46,1526
2016,70-75,47,1467
2016,70-75,48,1441
2016,70-75,49,1560
2016,70-75,50,1564
2016,70-75,51,1553
2016,70-75,52,1643
2016,70-75,53,X
2016,75-80,1,2811
2016,75-80,2,2737
2016,75-80,3,2843
2016,75-80,4,2855
2016,75-80,5,2852
2016,75-80,6,2740
2016,75-80,7,2812
2016,75-80,8,2810
2016,75-80,9,2876
2016,75-80,10,2803
2016,75-80,11,3013
2016,75-80,12,2913
2016,75-80,13,2855
2016,75-80,14,2792
2016,75-80,15,2824
2016,75-80,16,2572
2016,75-80,17,2622
2016,75-80,18,2543
2016,75-80,19,2645
2016,75-80,20,2484
2016,75-80,21,2410
2016,75-80,22,2547
2016,75-80,23,2474
2016,75-80,24,2476
2016,75-80,25,2587
2016,75-80,26,2424
2016,75-80,27,2523
2016,75-80,28,2438
2016,75-80,29,2513
2016,75-80,30,2424
2016,75-80,31,2323
2016,75-80,32,2365
2016,75-80,33,2440
2016,75-80,34,2633
2016,75-80,35,2506
2016,75-80,36,2425
2016,75-80,37,2467
2016,75-80,38,2357
2016,75-80,39,2507
2016,75-80,40,2502
2016,75-80,41,2618
2016,75-80,42,2705
2016,75-80,43,2673
2016,75-80,44,2625
2016,75-80,45,2699
2016,75-80,46,2845
2016,75-80,47,2745
2016,75-80,48,2707
2016,75-80,49,2859
2016,75-80,50,2901
2016,75-80,51,2995
2016,75-80,52,2915
2016,75-80,53,X
2016,80-85,1,3074
2016,80-85,2,3139
2016,80-85,3,3143
2016,80-85,4,3136
2016,80-85,5,3124
2016,80-85,6,3116
2016,80-85,7,3200
2016,80-85,8,3112
2016,80-85,9,3239
2016,80-85,10,3230
2016,80-85,11,3224
2016,80-85,12,3223
2016,80-85,13,3099
2016,80-85,14,3021
2016,80-85,15,2872
2016,80-85,16,2869
2016,80-85,17,2919
2016,80-85,18,2909
2016,80-85,19,3075
2016,80-85,20,2893
2016,80-85,21,2818
2016,80-85,22,2794
2016,80-85,23,2646
2016,80-85,24,2664
2016,80-85,25,2845
2016,80-85,26,2743
2016,80-85,27,2684
2016,80-85,28,2810
2016,80-85,29,2884
2016,80-85,30,2745
2016,80-85,31,2659
2016,80-85,32,2561
2016,80-85,33,2804
2016,80-85,34,2996
2016,80-85,35,2812
2016,80-85,36,2766
2016,80-85,37,2812
2016,80-85,38,2611
2016,80-85,39,2777
2016,80-85,40,2774
2016,80-85,41,3000
2016,80-85,42,3049
2016,80-85,43,3082
2016,80-85,44,3127
2016,80-85,45,3041
2016,80-85,46,3268
2016,80-85,47,3146
2016,80-85,48,3197
2016,80-85,49,3261
2016,80-85,50,3252
2016,80-85,51,3463
2016,80-85,52,3460
2016,80-85,53,X
2016,85-90,1,3527
2016,85-90,2,3570
2016,85-90,3,3563
2016,85-90,4,3570
2016,85-90,5,3554
2016,85-90,6,3600
2016,85-90,7,3397
2016,85-90,8,3518
2016,85-90,9,3597
2016,85-90,10,3556
2016,85-90,11,3586
2016,85-90,12,3479
2016,85-90,13,3458
2016,85-90,14,3535
2016,85-90,15,3349
2016,85-90,16,3149
2016,85-90,17,3193
2016,85-90,18,3224
2016,85-90,19,3222
2016,85-90,20,3166
2016,85-90,21,3026
2016,85-90,22,3022
2016,85-90,23,2846
2016,85-90,24,2870
2016,85-90,25,3121
2016,85-90,26,2835
2016,85-90,27,2931
2016,85-90,28,3051
2016,85-90,29,3118
2016,85-90,30,3003
2016,85-90,31,2904
2016,85-90,32,2809
2016,85-90,33,2998
2016,85-90,34,3263
2016,85-90,35,2809
2016,85-90,36,3074
2016,85-90,37,3130
2016,85-90,38,2850
2016,85-90,39,3099
2016,85-90,40,2982
2016,85-90,41,3272
2016,85-90,42,3329
2016,85-90,43,3309
2016,85-90,44,3203
2016,85-90,45,3381
2016,85-90,46,3582
2016,85-90,47,3422
2016,85-90,48,3487
2016,85-90,49,3625
2016,85-90,50,3609
2016,85-90,51,3649
2016,85-90,52,3802
2016,85-90,53,X
2016,90-95,1,2519
2016,90-95,2,2511
2016,90-95,3,2629
2016,90-95,4,2572
2016,90-95,5,2426
2016,90-95,6,2481
2016,90-95,7,2528
2016,90-95,8,2528
2016,90-95,9,2556
2016,90-95,10,2543
2016,90-95,11,2567
2016,90-95,12,2533
2016,90-95,13,2551
2016,90-95,14,2435
2016,90-95,15,2373
2016,90-95,16,2180
2016,90-95,17,2299
2016,90-95,18,2239
2016,90-95,19,2351
2016,90-95,20,2137
2016,90-95,21,2145
2016,90-95,22,2120
2016,90-95,23,2108
2016,90-95,24,2039
2016,90-95,25,2100
2016,90-95,26,2042
2016,90-95,27,2118
2016,90-95,28,2062
2016,90-95,29,2265
2016,90-95,30,2112
2016,90-95,31,1942
2016,90-95,32,2006
2016,90-95,33,2163
2016,90-95,34,2211
2016,90-95,35,2094
2016,90-95,36,2057
2016,90-95,37,2118
2016,90-95,38,2135
2016,90-95,39,2137
2016,90-95,40,2148
2016,90-95,41,2350
2016,90-95,42,2371
2016,90-95,43,2391
2016,90-95,44,2413
2016,90-95,45,2406
2016,90-95,46,2540
2016,90-95,47,2452
2016,90-95,48,2436
2016,90-95,49,2623
2016,90-95,50,2613
2016,90-95,51,2665
2016,90-95,52,2884
2016,90-95,53,X
2016,95,1,854
2016,95,2,847
2016,95,3,873
2016,95,4,901
2016,95,5,859
2016,95,6,867
2016,95,7,861
2016,95,8,868
2016,95,9,871
2016,95,10,896
2016,95,11,888
2016,95,12,911
2016,95,13,898
2016,95,14,915
2016,95,15,828
2016,95,16,773
2016,95,17,811
2016,95,18,772
2016,95,19,893
2016,95,20,766
2016,95,21,834
2016,95,22,768
2016,95,23,771
2016,95,24,758
2016,95,25,788
2016,95,26,720
2016,95,27,755
2016,95,28,784
2016,95,29,813
2016,95,30,768
2016,95,31,776
2016,95,32,746
2016,95,33,791
2016,95,34,827
2016,95,35,790
2016,95,36,787
2016,95,37,784
2016,95,38,757
2016,95,39,770
2016,95,40,820
2016,95,41,887
2016,95,42,886
2016,95,43,869
2016,95,44,924
2016,95,45,934
2016,95,46,931
2016,95,47,984
2016,95,48,910
2016,95,49,931
2016,95,50,1034
2016,95,51,1028
2016,95,52,1083
2016,95,53,X
2015,Insgesamt,1,18713
2015,Insgesamt,2,19500
2015,Insgesamt,3,19346
2015,Insgesamt,4,20716
2015,Insgesamt,5,20905
2015,Insgesamt,6,22395
2015,Insgesamt,7,23264
2015,Insgesamt,8,23598
2015,Insgesamt,9,22002
2015,Insgesamt,10,20770
2015,Insgesamt,11,20009
2015,Insgesamt,12,19106
2015,Insgesamt,13,18668
2015,Insgesamt,14,18089
2015,Insgesamt,15,18116
2015,Insgesamt,16,17668
2015,Insgesamt,17,17114
2015,Insgesamt,18,17072
2015,Insgesamt,19,16732
2015,Insgesamt,20,16330
2015,Insgesamt,21,16200
2015,Insgesamt,22,16777
2015,Insgesamt,23,16272
2015,Insgesamt,24,15619
2015,Insgesamt,25,16152
2015,Insgesamt,26,19252
2015,Insgesamt,27,17361
2015,Insgesamt,28,16447
2015,Insgesamt,29,16272
2015,Insgesamt,30,15432
2015,Insgesamt,31,16651
2015,Insgesamt,32,16881
2015,Insgesamt,33,15233
2015,Insgesamt,34,16117
2015,Insgesamt,35,15654
2015,Insgesamt,36,15952
2015,Insgesamt,37,16034
2015,Insgesamt,38,15667
2015,Insgesamt,39,16429
2015,Insgesamt,40,16776
2015,Insgesamt,41,16848
2015,Insgesamt,42,17341
2015,Insgesamt,43,16795
2015,Insgesamt,44,17024
2015,Insgesamt,45,16618
2015,Insgesamt,46,16849
2015,Insgesamt,47,16802
2015,Insgesamt,48,17009
2015,Insgesamt,49,17054
2015,Insgesamt,50,17408
2015,Insgesamt,51,17176
2015,Insgesamt,52,17210
2015,Insgesamt,53,
2015,0-30,1,152
2015,0-30,2,139
2015,0-30,3,146
2015,0-30,4,150
2015,0-30,5,169
2015,0-30,6,173
2015,0-30,7,158
2015,0-30,8,152
2015,0-30,9,166
2015,0-30,10,151
2015,0-30,11,173
2015,0-30,12,177
2015,0-30,13,153
2015,0-30,14,157
2015,0-30,15,130
2015,0-30,16,188
2015,0-30,17,149
2015,0-30,18,148
2015,0-30,19,163
2015,0-30,20,147
2015,0-30,21,140
2015,0-30,22,157
2015,0-30,23,161
2015,0-30,24,156
2015,0-30,25,164
2015,0-30,26,177
2015,0-30,27,160
2015,0-30,28,141
2015,0-30,29,147
2015,0-30,30,157
2015,0-30,31,149
2015,0-30,32,163
2015,0-30,33,157
2015,0-30,34,156
2015,0-30,35,124
2015,0-30,36,147
2015,0-30,37,150
2015,0-30,38,157
2015,0-30,39,123
2015,0-30,40,157
2015,0-30,41,165
2015,0-30,42,152
2015,0-30,43,159
2015,0-30,44,150
2015,0-30,45,159
2015,0-30,46,154
2015,0-30,47,138
2015,0-30,48,154
2015,0-30,49,148
2015,0-30,50,160
2015,0-30,51,137
2015,0-30,52,153
2015,0-30,53,
2015,30-35,1,48
2015,30-35,2,56
2015,30-35,3,44
2015,30-35,4,59
2015,30-35,5,59
2015,30-35,6,51
2015,30-35,7,56
2015,30-35,8,59
2015,30-35,9,56
2015,30-35,10,47
2015,30-35,11,65
2015,30-35,12,43
2015,30-35,13,60
2015,30-35,14,45
2015,30-35,15,63
2015,30-35,16,58
2015,30-35,17,61
2015,30-35,18,57
2015,30-35,19,57
2015,30-35,20,46
2015,30-35,21,47
2015,30-35,22,62
2015,30-35,23,48
2015,30-35,24,53
2015,30-35,25,54
2015,30-35,26,56
2015,30-35,27,58
2015,30-35,28,56
2015,30-35,29,53
2015,30-35,30,41
2015,30-35,31,50
2015,30-35,32,58
2015,30-35,33,54
2015,30-35,34,54
2015,30-35,35,50
2015,30-35,36,57
2015,30-35,37,55
2015,30-35,38,51
2015,30-35,39,45
2015,30-35,40,55
2015,30-35,41,58
2015,30-35,42,54
2015,30-35,43,50
2015,30-35,44,56
2015,30-35,45,46
2015,30-35,46,49
2015,30-35,47,58
2015,30-35,48,56
2015,30-35,49,38
2015,30-35,50,49
2015,30-35,51,48
2015,30-35,52,70
2015,30-35,53,
2015,35-40,1,69
2015,35-40,2,80
2015,35-40,3,65
2015,35-40,4,65
2015,35-40,5,64
2015,35-40,6,68
2015,35-40,7,66
2015,35-40,8,72
2015,35-40,9,74
2015,35-40,10,71
2015,35-40,11,68
2015,35-40,12,62
2015,35-40,13,72
2015,35-40,14,62
2015,35-40,15,65
2015,35-40,16,58
2015,35-40,17,69
2015,35-40,18,55
2015,35-40,19,78
2015,35-40,20,56
2015,35-40,21,59
2015,35-40,22,63
2015,35-40,23,61
2015,35-40,24,58
2015,35-40,25,81
2015,35-40,26,81
2015,35-40,27,72
2015,35-40,28,66
2015,35-40,29,68
2015,35-40,30,72
2015,35-40,31,73
2015,35-40,32,58
2015,35-40,33,76
2015,35-40,34,66
2015,35-40,35,65
2015,35-40,36,84
2015,35-40,37,67
2015,35-40,38,66
2015,35-40,39,66
2015,35-40,40,87
2015,35-40,41,59
2015,35-40,42,85
2015,35-40,43,71
2015,35-40,44,80
2015,35-40,45,71
2015,35-40,46,57
2015,35-40,47,74
2015,35-40,48,83
2015,35-40,49,69
2015,35-40,50,73
2015,35-40,51,87
2015,35-40,52,75
2015,35-40,53,
2015,40-45,1,129
2015,40-45,2,131
2015,40-45,3,124
2015,40-45,4,119
2015,40-45,5,133
2015,40-45,6,120
2015,40-45,7,147
2015,40-45,8,121
2015,40-45,9,131
2015,40-45,10,114
2015,40-45,11,132
2015,40-45,12,110
2015,40-45,13,142
2015,40-45,14,127
2015,40-45,15,128
2015,40-45,16,116
2015,40-45,17,105
2015,40-45,18,102
2015,40-45,19,156
2015,40-45,20,114
2015,40-45,21,102
2015,40-45,22,124
2015,40-45,23,124
2015,40-45,24,97
2015,40-45,25,115
2015,40-45,26,131
2015,40-45,27,122
2015,40-45,28,109
2015,40-45,29,112
2015,40-45,30,114
2015,40-45,31,109
2015,40-45,32,115
2015,40-45,33,113
2015,40-45,34,99
2015,40-45,35,103
2015,40-45,36,127
2015,40-45,37,106
2015,40-45,38,97
2015,40-45,39,133
2015,40-45,40,96
2015,40-45,41,131
2015,40-45,42,106
2015,40-45,43,110
2015,40-45,44,85
2015,40-45,45,116
2015,40-45,46,84
2015,40-45,47,125
2015,40-45,48,97
2015,40-45,49,108
2015,40-45,50,102
2015,40-45,51,119
2015,40-45,52,110
2015,40-45,53,
2015,45-50,1,265
2015,45-50,2,275
2015,45-50,3,273
2015,45-50,4,296
2015,45-50,5,304
2015,45-50,6,284
2015,45-50,7,312
2015,45-50,8,300
2015,45-50,9,309
2015,45-50,10,251
2015,45-50,11,320
2015,45-50,12,281
2015,45-50,13,248
2015,45-50,14,260
2015,45-50,15,248
2015,45-50,16,258
2015,45-50,17,239
2015,45-50,18,259
2015,45-50,19,242
2015,45-50,20,252
2015,45-50,21,256
2015,45-50,22,254
2015,45-50,23,262
2015,45-50,24,247
2015,45-50,25,281
2015,45-50,26,302
2015,45-50,27,243
2015,45-50,28,249
2015,45-50,29,262
2015,45-50,30,215
2015,45-50,31,245
2015,45-50,32,232
2015,45-50,33,255
2015,45-50,34,224
2015,45-50,35,229
2015,45-50,36,244
2015,45-50,37,232
2015,45-50,38,216
2015,45-50,39,265
2015,45-50,40,239
2015,45-50,41,250
2015,45-50,42,234
2015,45-50,43,251
2015,45-50,44,221
2015,45-50,45,250
2015,45-50,46,202
2015,45-50,47,250
2015,45-50,48,262
2015,45-50,49,239
2015,45-50,50,259
2015,45-50,51,230
2015,45-50,52,225
2015,45-50,53,
2015,50-55,1,508
2015,50-55,2,443
2015,50-55,3,454
2015,50-55,4,509
2015,50-55,5,515
2015,50-55,6,505
2015,50-55,7,499
2015,50-55,8,541
2015,50-55,9,516
2015,50-55,10,484
2015,50-55,11,511
2015,50-55,12,455
2015,50-55,13,485
2015,50-55,14,499
2015,50-55,15,466
2015,50-55,16,455
2015,50-55,17,428
2015,50-55,18,470
2015,50-55,19,446
2015,50-55,20,464
2015,50-55,21,470
2015,50-55,22,463
2015,50-55,23,469
2015,50-55,24,482
2015,50-55,25,429
2015,50-55,26,510
2015,50-55,27,500
2015,50-55,28,485
2015,50-55,29,427
2015,50-55,30,405
2015,50-55,31,447
2015,50-55,32,462
2015,50-55,33,449
2015,50-55,34,452
2015,50-55,35,430
2015,50-55,36,455
2015,50-55,37,470
2015,50-55,38,459
2015,50-55,39,458
2015,50-55,40,428
2015,50-55,41,452
2015,50-55,42,455
2015,50-55,43,464
2015,50-55,44,440
2015,50-55,45,440
2015,50-55,46,447
2015,50-55,47,455
2015,50-55,48,414
2015,50-55,49,460
2015,50-55,50,421
2015,50-55,51,456
2015,50-55,52,460
2015,50-55,53,
2015,55-60,1,666
2015,55-60,2,658
2015,55-60,3,703
2015,55-60,4,706
2015,55-60,5,725
2015,55-60,6,693
2015,55-60,7,740
2015,55-60,8,733
2015,55-60,9,744
2015,55-60,10,703
2015,55-60,11,733
2015,55-60,12,672
2015,55-60,13,678
2015,55-60,14,658
2015,55-60,15,687
2015,55-60,16,719
2015,55-60,17,637
2015,55-60,18,715
2015,55-60,19,686
2015,55-60,20,662
2015,55-60,21,669
2015,55-60,22,675
2015,55-60,23,650
2015,55-60,24,629
2015,55-60,25,600
2015,55-60,26,712
2015,55-60,27,694
2015,55-60,28,691
2015,55-60,29,615
2015,55-60,30,632
2015,55-60,31,661
2015,55-60,32,626
2015,55-60,33,638
2015,55-60,34,593
2015,55-60,35,653
2015,55-60,36,639
2015,55-60,37,632
2015,55-60,38,615
2015,55-60,39,705
2015,55-60,40,662
2015,55-60,41,651
2015,55-60,42,689
2015,55-60,43,634
2015,55-60,44,677
2015,55-60,45,656
2015,55-60,46,665
2015,55-60,47,640
2015,55-60,48,663
2015,55-60,49,669
2015,55-60,50,657
2015,55-60,51,663
2015,55-60,52,676
2015,55-60,53,
2015,60-65,1,934
2015,60-65,2,964
2015,60-65,3,954
2015,60-65,4,1012
2015,60-65,5,979
2015,60-65,6,1108
2015,60-65,7,1114
2015,60-65,8,1110
2015,60-65,9,1025
2015,60-65,10,979
2015,60-65,11,934
2015,60-65,12,935
2015,60-65,13,914
2015,60-65,14,961
2015,60-65,15,980
2015,60-65,16,878
2015,60-65,17,863
2015,60-65,18,902
2015,60-65,19,925
2015,60-65,20,870
2015,60-65,21,871
2015,60-65,22,960
2015,60-65,23,894
2015,60-65,24,874
2015,60-65,25,903
2015,60-65,26,1039
2015,60-65,27,871
2015,60-65,28,889
2015,60-65,29,902
2015,60-65,30,819
2015,60-65,31,942
2015,60-65,32,882
2015,60-65,33,859
2015,60-65,34,839
2015,60-65,35,857
2015,60-65,36,864
2015,60-65,37,879
2015,60-65,38,801
2015,60-65,39,879
2015,60-65,40,947
2015,60-65,41,833
2015,60-65,42,925
2015,60-65,43,918
2015,60-65,44,867
2015,60-65,45,817
2015,60-65,46,860
2015,60-65,47,890
2015,60-65,48,873
2015,60-65,49,885
2015,60-65,50,907
2015,60-65,51,819
2015,60-65,52,878
2015,60-65,53,
2015,65-70,1,1087
2015,65-70,2,1065
2015,65-70,3,1108
2015,65-70,4,1173
2015,65-70,5,1183
2015,65-70,6,1220
2015,65-70,7,1325
2015,65-70,8,1270
2015,65-70,9,1151
2015,65-70,10,1167
2015,65-70,11,1130
2015,65-70,12,1128
2015,65-70,13,1096
2015,65-70,14,1138
2015,65-70,15,1089
2015,65-70,16,1100
2015,65-70,17,1064
2015,65-70,18,1048
2015,65-70,19,1039
2015,65-70,20,992
2015,65-70,21,918
2015,65-70,22,1016
2015,65-70,23,1070
2015,65-70,24,1060
2015,65-70,25,1066
2015,65-70,26,1189
2015,65-70,27,1065
2015,65-70,28,994
2015,65-70,29,1000
2015,65-70,30,1012
2015,65-70,31,1091
2015,65-70,32,1082
2015,65-70,33,975
2015,65-70,34,1018
2015,65-70,35,1019
2015,65-70,36,1052
2015,65-70,37,1009
2015,65-70,38,964
2015,65-70,39,1071
2015,65-70,40,1095
2015,65-70,41,1139
2015,65-70,42,1090
2015,65-70,43,1071
2015,65-70,44,1068
2015,65-70,45,1035
2015,65-70,46,1088
2015,65-70,47,1077
2015,65-70,48,1078
2015,65-70,49,1163
2015,65-70,50,1155
2015,65-70,51,1106
2015,65-70,52,1096
2015,65-70,53,
2015,70-75,1,1879
2015,70-75,2,1884
2015,70-75,3,1871
2015,70-75,4,1989
2015,70-75,5,1938
2015,70-75,6,2069
2015,70-75,7,2103
2015,70-75,8,2206
2015,70-75,9,2055
2015,70-75,10,1951
2015,70-75,11,1868
2015,70-75,12,1857
2015,70-75,13,1851
2015,70-75,14,1774
2015,70-75,15,1716
2015,70-75,16,1686
2015,70-75,17,1692
2015,70-75,18,1660
2015,70-75,19,1699
2015,70-75,20,1574
2015,70-75,21,1619
2015,70-75,22,1577
2015,70-75,23,1586
2015,70-75,24,1501
2015,70-75,25,1649
2015,70-75,26,1780
2015,70-75,27,1773
2015,70-75,28,1611
2015,70-75,29,1593
2015,70-75,30,1522
2015,70-75,31,1523
2015,70-75,32,1562
2015,70-75,33,1423
2015,70-75,34,1586
2015,70-75,35,1482
2015,70-75,36,1532
2015,70-75,37,1522
2015,70-75,38,1558
2015,70-75,39,1558
2015,70-75,40,1504
2015,70-75,41,1516
2015,70-75,42,1586
2015,70-75,43,1505
2015,70-75,44,1583
2015,70-75,45,1565
2015,70-75,46,1615
2015,70-75,47,1530
2015,70-75,48,1518
2015,70-75,49,1528
2015,70-75,50,1586
2015,70-75,51,1569
2015,70-75,52,1546
2015,70-75,53,
2015,75-80,1,2765
2015,75-80,2,2997
2015,75-80,3,2913
2015,75-80,4,3054
2015,75-80,5,3040
2015,75-80,6,3325
2015,75-80,7,3287
2015,75-80,8,3405
2015,75-80,9,3269
2015,75-80,10,2990
2015,75-80,11,2991
2015,75-80,12,2767
2015,75-80,13,2806
2015,75-80,14,2635
2015,75-80,15,2817
2015,75-80,16,2644
2015,75-80,17,2664
2015,75-80,18,2624
2015,75-80,19,2494
2015,75-80,20,2568
2015,75-80,21,2613
2015,75-80,22,2609
2015,75-80,23,2483
2015,75-80,24,2345
2015,75-80,25,2495
2015,75-80,26,2861
2015,75-80,27,2620
2015,75-80,28,2533
2015,75-80,29,2526
2015,75-80,30,2380
2015,75-80,31,2591
2015,75-80,32,2598
2015,75-80,33,2286
2015,75-80,34,2450
2015,75-80,35,2393
2015,75-80,36,2435
2015,75-80,37,2412
2015,75-80,38,2369
2015,75-80,39,2489
2015,75-80,40,2614
2015,75-80,41,2587
2015,75-80,42,2592
2015,75-80,43,2557
2015,75-80,44,2705
2015,75-80,45,2509
2015,75-80,46,2607
2015,75-80,47,2627
2015,75-80,48,2706
2015,75-80,49,2574
2015,75-80,50,2674
2015,75-80,51,2593
2015,75-80,52,2601
2015,75-80,53,
2015,80-85,1,3114
2015,80-85,2,3313
2015,80-85,3,3277
2015,80-85,4,3479
2015,80-85,5,3591
2015,80-85,6,3677
2015,80-85,7,3896
2015,80-85,8,4070
2015,80-85,9,3734
2015,80-85,10,3490
2015,80-85,11,3438
2015,80-85,12,3295
2015,80-85,13,3096
2015,80-85,14,2999
2015,80-85,15,2975
2015,80-85,16,2973
2015,80-85,17,2886
2015,80-85,18,2736
2015,80-85,19,2780
2015,80-85,20,2703
2015,80-85,21,2648
2015,80-85,22,2769
2015,80-85,23,2627
2015,80-85,24,2649
2015,80-85,25,2714
2015,80-85,26,3299
2015,80-85,27,2862
2015,80-85,28,2741
2015,80-85,29,2788
2015,80-85,30,2667
2015,80-85,31,2767
2015,80-85,32,2894
2015,80-85,33,2571
2015,80-85,34,2696
2015,80-85,35,2672
2015,80-85,36,2652
2015,80-85,37,2693
2015,80-85,38,2778
2015,80-85,39,2692
2015,80-85,40,2826
2015,80-85,41,2868
2015,80-85,42,3007
2015,80-85,43,2810
2015,80-85,44,2903
2015,80-85,45,2883
2015,80-85,46,2815
2015,80-85,47,2857
2015,80-85,48,2887
2015,80-85,49,2931
2015,80-85,50,2916
2015,80-85,51,2932
2015,80-85,52,2928
2015,80-85,53,
2015,85-90,1,3620
2015,85-90,2,3781
2015,85-90,3,3779
2015,85-90,4,4063
2015,85-90,5,4249
2015,85-90,6,4595
2015,85-90,7,4757
2015,85-90,8,4701
2015,85-90,9,4291
2015,85-90,10,4161
2015,85-90,11,3829
2015,85-90,12,3729
2015,85-90,13,3697
2015,85-90,14,3463
2015,85-90,15,3491
2015,85-90,16,3351
2015,85-90,17,3258
2015,85-90,18,3247
2015,85-90,19,3076
2015,85-90,20,3096
2015,85-90,21,2942
2015,85-90,22,3182
2015,85-90,23,2968
2015,85-90,24,2855
2015,85-90,25,2879
2015,85-90,26,3693
2015,85-90,27,3275
2015,85-90,28,2993
2015,85-90,29,2960
2015,85-90,30,2762
2015,85-90,31,3083
2015,85-90,32,3178
2015,85-90,33,2818
2015,85-90,34,3066
2015,85-90,35,2918
2015,85-90,36,2917
2015,85-90,37,2952
2015,85-90,38,2877
2015,85-90,39,3120
2015,85-90,40,3169
2015,85-90,41,3166
2015,85-90,42,3174
2015,85-90,43,3185
2015,85-90,44,3116
2015,85-90,45,3121
2015,85-90,46,3175
2015,85-90,47,3135
2015,85-90,48,3194
2015,85-90,49,3181
2015,85-90,50,3319
2015,85-90,51,3357
2015,85-90,52,3307
2015,85-90,53,
2015,90-95,1,2632
2015,90-95,2,2844
2015,90-95,3,2750
2015,90-95,4,3086
2015,90-95,5,3012
2015,90-95,6,3423
2015,90-95,7,3707
2015,90-95,8,3687
2015,90-95,9,3383
2015,90-95,10,3180
2015,90-95,11,2880
2015,90-95,12,2712
2015,90-95,13,2552
2015,90-95,14,2542
2015,90-95,15,2449
2015,90-95,16,2419
2015,90-95,17,2318
2015,90-95,18,2385
2015,90-95,19,2174
2015,90-95,20,2124
2015,90-95,21,2194
2015,90-95,22,2189
2015,90-95,23,2182
2015,90-95,24,1998
2015,90-95,25,2043
2015,90-95,26,2603
2015,90-95,27,2338
2015,90-95,28,2154
2015,90-95,29,2095
2015,90-95,30,1976
2015,90-95,31,2179
2015,90-95,32,2223
2015,90-95,33,1908
2015,90-95,34,2104
2015,90-95,35,1989
2015,90-95,36,2094
2015,90-95,37,2131
2015,90-95,38,1985
2015,90-95,39,2151
2015,90-95,40,2132
2015,90-95,41,2268
2015,90-95,42,2421
2015,90-95,43,2262
2015,90-95,44,2303
2015,90-95,45,2232
2015,90-95,46,2249
2015,90-95,47,2254
2015,90-95,48,2279
2015,90-95,49,2304
2015,90-95,50,2404
2015,90-95,51,2262
2015,90-95,52,2291
2015,90-95,53,
2015,95,1,845
2015,95,2,870
2015,95,3,885
2015,95,4,956
2015,95,5,944
2015,95,6,1084
2015,95,7,1097
2015,95,8,1171
2015,95,9,1098
2015,95,10,1031
2015,95,11,937
2015,95,12,883
2015,95,13,818
2015,95,14,769
2015,95,15,812
2015,95,16,765
2015,95,17,681
2015,95,18,664
2015,95,19,717
2015,95,20,662
2015,95,21,652
2015,95,22,677
2015,95,23,687
2015,95,24,615
2015,95,25,679
2015,95,26,819
2015,95,27,708
2015,95,28,735
2015,95,29,724
2015,95,30,658
2015,95,31,741
2015,95,32,748
2015,95,33,651
2015,95,34,714
2015,95,35,670
2015,95,36,653
2015,95,37,724
2015,95,38,674
2015,95,39,674
2015,95,40,765
2015,95,41,705
2015,95,42,771
2015,95,43,748
2015,95,44,770
2015,95,45,718
2015,95,46,782
2015,95,47,692
2015,95,48,745
2015,95,49,757
2015,95,50,726
2015,95,51,798
2015,95,52,794
2015,95,53,
2014,Insgesamt,1,16785
2014,Insgesamt,2,16814
2014,Insgesamt,3,16825
