jahr	woche	altersgruppe	tote100kWeighted	baseline	excess
2020	13	55-60	0.741408207085543	0.7290626517829787	0.01693346281334307
2020	13	60-65	0.9779676444676363	1.0157401150405492	-0.037187140700261634
2020	13	65-70	1.4368268161361752	1.377501264883211	0.04306751127229935
2020	13	70-75	2.4028917760898874	2.629772428615546	-0.08627387300014433
2020	13	75-80	2.968694278825027	2.774067572216571	0.07015932436459815
2020	13	80-85	3.343511254235094	3.4143654872288614	-0.020751800959443623
2020	13	85	7.16647429393096	7.516471919990882	-0.04656408349362218
2020	14	0-30	0.16635316747873843	0.18133662985016172	-0.08262788595886061
2020	14	30-35	0.055223041569672435	0.0580919627965064	-0.04938585457826017
2020	14	35-40	0.09920127991716304	0.0817058021207636	0.21412772829205706
2020	14	40-45	0.20106450785260763	0.178516224788488	0.12630943260667538
2020	14	45-50	0.3696312964053806	0.33617552204070356	0.09951876972359197
2020	14	50-55	0.4927367357587775	0.5009403207676869	-0.016376371932563694
2020	14	55-60	0.7176197084624775	0.7519668526351044	-0.045676407214313874
2020	14	60-65	1.0102304945944038	1.032177277697815	-0.021262610190723952
2020	14	65-70	1.478029938069492	1.3508307441105099	0.09416368002694497
2020	14	70-75	2.503076487729299	2.6062452357636077	-0.039585203502187416
2020	14	75-80	3.2720817979384824	2.711306924217407	0.206828252719097
2020	14	80-85	3.4314094267427917	3.2623008616223252	0.05183720701847516
2020	14	85	7.608185076172458	7.292372465275233	0.04330725184445261
2020	15	0-30	0.1564952019985169	0.17697030148132878	-0.11569794090548069
2020	15	30-35	0.04672718902049206	0.06014865802341154	-0.22313829508374838
2020	15	35-40	0.08916968981318027	0.08072879619919997	0.10455864587838293
2020	15	40-45	0.17612627432050126	0.17381888075715202	0.013274700385241811
2020	15	45-50	0.34372256067603146	0.3337978135787418	0.029732810382679276
2020	15	50-55	0.522635809530548	0.5086410457971493	0.02751402752301657
2020	15	55-60	0.7305051452166379	0.7219839001713418	0.011802541640158148
2020	15	60-65	1.02132084932548	1.0102308846886057	0.010977653529462783
2020	15	65-70	1.4938772926592292	1.3172459115330561	0.1340914248278846
2020	15	70-75	2.4090569891138514	2.5423798555264825	-0.052440183603099766
2020	15	75-80	3.091945458464868	2.6347963634665215	0.17350452632206048
2020	15	80-85	3.481274736146197	3.174247025435247	0.0967245801132477
2020	15	85	7.5949715057635245	6.978247057757367	0.08837813320475307
2020	16	0-30	0.1725143959038769	0.18425352440861595	-0.06371182609622905
2020	16	30-35	0.0658428572561479	0.05934776496587205	0.10944122822503677
2020	16	35-40	0.08582582644518601	0.08370583189326504	0.02532672460174834
2020	16	40-45	0.20106450785260763	0.16283901460377428	0.23474407126477015
2020	16	45-50	0.3143593268494358	0.33852057458516926	-0.07137305543493544
2020	16	50-55	0.5023044393657441	0.4872680656555479	0.030858524844978197
2020	16	55-60	0.6571572744621859	0.7210535714384878	-0.08861518686999925
2020	16	60-65	0.9487294365402534	0.9991837854929335	-0.05049556416469381
2020	16	65-70	1.3554770625755241	1.291737583616295	0.04934398423307207
2020	16	70-75	2.348946162130204	2.48142714304709	-0.05338902707181825
2020	16	75-80	2.987655998769618	2.596762244504446	0.15053120673347142
2020	16	80-85	3.236174062807426	3.1040709742133377	0.042558011621357084
2020	16	85	7.06926016877952	6.742114150849451	0.048522764612173086
2020	17	0-30	0.16758541316376613	0.18646532953432884	-0.10125161829125384
2020	17	30-35	0.055223041569672435	0.06132959265152808	-0.09956940553237947
2020	17	35-40	0.07690885746386798	0.07568538668717154	0.016165218019607686
2020	17	40-45	0.17612627432050126	0.17253157605796274	0.020835016665766037
2020	17	45-50	0.33163181733566854	0.3343364494206036	-0.00808955197562844
2020	17	50-55	0.4532699583800405	0.488041237997108	-0.07124660153672002
2020	17	55-60	0.6650867740032076	0.7189909278610441	-0.07497195273130663
2020	17	60-65	0.9930908554645586	1.0195676127066045	-0.025968613471115565
2020	17	65-70	1.31110446972426	1.2792854640879643	0.024872482748782287
2020	17	70-75	2.319661400266376	2.509635306238246	-0.07569781374196027
2020	17	75-80	2.8039643368063922	2.5419556287770506	0.10307367487582608
2020	17	80-85	3.1339079197936632	3.111456115619004	0.007215851145049079
2020	17	85	6.738920908556178	6.717816969411205	0.003141487664976239
2020	18	0-30	0.15526295631348921	0.17985461760597382	-0.13673077522179666
2020	18	30-35	0.05734700470696753	0.05534470574889794	0.03617869010188879
2020	18	35-40	0.09474279542650405	0.08419472226938607	0.12528188077358093
2020	18	40-45	0.16521579715020476	0.17095457524479035	-0.033569023153479316
2020	18	45-50	0.34372256067603146	0.3271028393409889	0.05080885683696956
2020	18	50-55	0.410215292148691	0.4780450675928437	-0.14188991800648398
2020	18	55-60	0.7116725838067111	0.7024252727477267	0.013164832499279244
2020	18	60-65	0.9557869350054836	0.9699992505665811	-0.01465188303268894
2020	18	65-70	1.2677883671789782	1.282447154452907	-0.011430324612620946
2020	18	70-75	2.231807114674892	2.3579227242433585	-0.05348589598454123
2020	18	75-80	2.71982170455227	2.5038482532316286	0.08625660562372017
2020	18	80-85	3.0392483494007583	3.034844655941318	0.0014510441089032877
2020	18	85	6.419907565826207	6.52837419707091	-0.01661464676662827
2020	19	0-30	0.15156621925840613	0.17328716757860715	-0.12534654829733938
2020	19	30-35	0.04566520745184451	0.05826603378368796	-0.2162636705052532
2020	19	35-40	0.07690885746386798	0.09216464482522968	-0.16552754464893782
2020	19	40-45	0.18859539108655446	0.18880406653458634	-0.001105248694384775
2020	19	45-50	0.31781382494668237	0.3271217044097008	-0.028453873092324167
2020	19	50-55	0.48675692100442347	0.482843669987645	0.008104592148590495
2020	19	55-60	0.6799545856426237	0.7240090534353001	-0.06084795153271283
2020	19	60-65	0.9688937178694831	0.986707293353161	-0.01805355610896664
2020	19	65-70	1.3206128824781023	1.2957761644087626	0.01916744477289578
2020	19	70-75	2.111585460707598	2.448740103803274	-0.13768494360508987
2020	19	75-80	2.626198212325852	2.544862538784688	0.03196073355695117
2020	19	80-85	2.9243045853522314	3.0881659883805574	-0.053061073674428805
2020	19	85	6.381210681057187	6.586413989051863	-0.031155543568286315
2020	20	0-30	0.16388867610868305	0.17937157228255535	-0.08631744694461863
2020	20	30-35	0.05628502313831998	0.05643302728569714	-0.002622651211459548
2020	20	35-40	0.07802347858653273	0.08575253943932286	-0.09013215122636786
2020	20	40-45	0.19794722866109438	0.17686345919157564	0.11920930171721422
2020	20	45-50	0.3143593268494358	0.31245464061909645	0.006095880754292571
2020	20	50-55	0.48675692100442347	0.48571262015006644	0.002150038543438315
2020	20	55-60	0.6809457730852514	0.6931485084165752	-0.017604792022419047
2020	20	60-65	0.9194912286128704	0.9706390169543232	-0.05269496429470211
2020	20	65-70	1.2857487023806802	1.2993947120364977	-0.010501820216299529
2020	20	70-75	2.1901919267631365	2.3866400484115027	-0.08231158350800238
2020	20	75-80	2.5811641274574484	2.427677058886913	0.06322384108243329
2020	20	80-85	2.774708657142016	3.040353379552399	-0.08737297585108061
2020	20	85	5.975365304211367	6.40107420147339	-0.0665058525901846
2020	21	0-30	0.19469481823437534	0.1864524369995318	0.04420634756768704
2020	21	30-35	0.03292142862807395	0.060397847099371016	-0.4549238059113403
2020	21	35-40	0.081367341954527	0.08322445381246528	-0.0223144973966789
2020	21	40-45	0.17300899512898799	0.16683360317498278	0.03701527651793368
2020	21	45-50	0.3419953116274082	0.3144739655359012	0.08751549923888735
2020	21	50-55	0.46881747674136115	0.48674193351877515	-0.03682538023349202
2020	21	55-60	0.6561660870195581	0.6922365273907063	-0.0521071034883277
2020	21	60-65	0.9194912286128704	0.9500663447300495	-0.03218208526886268
2020	21	65-70	1.3037090375823825	1.2689379583228675	0.027401717342801613
2020	21	70-75	2.1393289193154352	2.300036622483149	-0.06987180186470754
2020	21	75-80	2.5171683226444537	2.39550826804438	0.05078673959217572
2020	21	80-85	2.7941476760619874	2.9740837232002724	-0.06050133886098674
2020	21	85	6.204715133452145	6.278015474398827	-0.011675718424969506
2020	22	0-30	0.15279846494343383	0.1728073537905515	-0.11578725330965456
2020	22	30-35	0.04778917058913961	0.051345601669494235	-0.06926457115542173
2020	22	35-40	0.11480597563446959	0.07620031232935026	0.5066339247831337
2020	22	40-45	0.1480707615968816	0.16240041177735093	-0.08823653846466295
2020	22	45-50	0.28845059112008675	0.3389136452132165	-0.14889649562909324
2020	22	50-55	0.46283766198700704	0.5019567881864819	-0.07793325465486434
2020	22	55-60	0.6878840851836454	0.7084113403894031	-0.028976463299520527
2020	22	60-65	0.9880497851322511	0.958359218564499	0.030980623958754006
2020	22	65-70	1.2709578380969255	1.2347156958476162	0.029352621312900284
2020	22	70-75	2.0776767890757974	2.3517884018526196	-0.11655453890362366
2020	22	75-80	2.5112427851617687	2.469529822445709	0.016891054457787158
2020	22	80-85	2.7189271245890545	2.949061348826418	-0.0780364316018538
2020	22	85	5.940443725273471	6.35477288828262	-0.06519968066413817
2020	23	0-30	0.1564952019985169	0.19913823615238427	-0.2141378520659193
2020	23	30-35	0.050975115295082245	0.06540544471177975	-0.22062887088815342
2020	23	35-40	0.08471120532252126	0.07838547218204742	0.08070032576677666
2020	23	40-45	0.16521579715020476	0.18255301390327122	-0.094970860148345
2020	23	45-50	0.3143593268494358	0.33184760405515	-0.05269972418667168
2020	23	50-55	0.48436499510268183	0.4949248758671797	-0.02133633058147555
2020	23	55-60	0.6581484619048136	0.6954184634278282	-0.05359363244298243
2020	23	60-65	0.9174748004799474	0.9795258675590555	-0.06334806372570545
2020	23	65-70	1.278353270238803	1.232028090627476	0.037600749498928554
2020	23	70-75	2.1347050095474627	2.2704686064564803	-0.05979540810339756
2020	23	75-80	2.520723645134064	2.4471607143639624	0.03006052293104977
2020	23	80-85	2.8211932676028173	2.936026735413925	-0.039111860401679244
2020	23	85	6.3085360438080516	6.2364602263252475	0.011557167827120685
2020	24	0-30	0.1848368527541538	0.17548500669203843	0.053291424939380105
2020	24	30-35	0.050975115295082245	0.05346934946507187	-0.046647924370558314
2020	24	35-40	0.07467961521853847	0.07547010127723527	-0.010474161890852596
2020	24	40-45	0.18547811189504115	0.1703049291016557	0.08909420809733892
2020	24	45-50	0.3109048287521893	0.3139723756154761	-0.009770117059736627
2020	24	50-55	0.4413103288713323	0.48367132298447374	-0.08758219083933838
2020	24	55-60	0.649227774921164	0.6881595928888122	-0.056573821494251164
2020	24	60-65	0.9265487270781008	0.9499082941121593	-0.024591391799449136
2020	24	65-70	1.221302793715749	1.2257927413270189	-0.0036628929670518007
2020	24	70-75	2.054557240235933	2.250443697346273	-0.08704348273246276
2020	24	75-80	2.4318405828937943	2.373880241533248	0.024415865782307034
2020	24	80-85	2.7687924339924592	2.810965807984762	-0.015003161501469076
2020	24	85	5.924398675491195	6.0508251771267405	-0.020894092612931847
2020	25	0-30	0.1848368527541538	0.18353383011480792	0.007099631923612071
2020	25	30-35	0.06053294941291017	0.05848417009463484	0.03503134805469821
2020	25	35-40	0.08025272083186223	0.08182044212500336	-0.019160508699598622
2020	25	40-45	0.15742259917142148	0.16704131935489291	-0.057582879616962734
2020	25	45-50	0.33163181733566854	0.3414534313300728	-0.028764139098400143
2020	25	50-55	0.44489821772394483	0.5015525133824668	-0.11295785415657822
2020	25	55-60	0.6740074609868573	0.6975008960204365	-0.03368230086530366
2020	25	60-65	0.9124337301476401	0.9940253008722075	-0.08208198589409643
2020	25	65-70	1.2646188962610307	1.2548182427543728	0.00781041681793293
2020	25	70-75	2.117750673731562	2.311064244105457	-0.0836469911500538
2020	25	75-80	2.4436916578591634	2.3770661661048726	0.028028454867735197
2020	25	80-85	2.6648359415073943	2.9412922819914415	-0.0939914547686056
2020	25	85	5.744127822055027	6.095647184800154	-0.057667275038762233
2020	26	0-30	0.16635316747873843	0.19425732985468727	-0.14364535122984723
2020	26	30-35	0.04247926274590187	0.05894816077386215	-0.2793793362126855
2020	26	35-40	0.081367341954527	0.08832913421592956	-0.07881648929540908
2020	26	40-45	0.17612627432050126	0.16324691692851429	0.07889495026498317
2020	26	45-50	0.31781382494668237	0.3340859368393394	-0.048706365932673856
2020	26	50-55	0.4664255508396195	0.45575734427551096	0.02340764597236955
2020	26	55-60	0.6809457730852514	0.6869765165360601	-0.00877867482460315
2020	26	60-65	0.9225158708122548	0.9805977424916577	-0.05923108851119652
2020	26	65-70	1.3079349988063125	1.2590153296112834	0.038855499249665915
2020	26	70-75	2.2009810495550735	2.3349416039869686	-0.057372121942216636
2020	26	75-80	2.582349234953985	2.412587520837421	0.07036499718677103
2020	26	80-85	2.797528375004591	2.9615183253029755	-0.055373606469785286
2020	26	85	6.2301984478122305	6.1808344129523345	0.00798662956516849
2020	27	0-30	0.15526295631348921	0.19304399335673544	-0.19571205706167094
2020	27	30-35	0.08177258078586111	0.05932497455266095	0.37838374820159615
2020	27	35-40	0.08582582644518601	0.08186790779625903	0.04834517890425216
2020	27	40-45	0.16989171593747468	0.17932899433286595	-0.052625502253551004
2020	27	45-50	0.3264500701897987	0.3429514669169352	-0.04811583655110363
2020	27	50-55	0.43891840296959067	0.49264262289009475	-0.1090531298435572
2020	27	55-60	0.6958135847246674	0.7217008464879223	-0.035869795482757816
2020	27	60-65	0.9527622928060993	0.9999922305605426	-0.04723030470743639
2020	27	65-70	1.2403196192234336	1.2854058742687564	-0.03507550101322787
2020	27	70-75	2.1054202476836346	2.3987739845107394	-0.12229319590813303
2020	27	75-80	2.483985312741419	2.4696105250557365	0.005820669915292953
2020	27	80-85	2.6369451752309137	3.050693690718755	-0.13562440462200598
2020	27	85	5.76583583058399	6.461725554269376	-0.10769410087768261
2020	28	0-30	0.18730134412420918	0.17596389592170483	0.06443053640701923
2020	28	30-35	0.054161060001024885	0.0558529419151829	-0.030291724234101536
2020	28	35-40	0.08582582644518601	0.07792452580191664	0.10139683959520518
2020	28	40-45	0.1543053199799082	0.1684164979096816	-0.08378738487568449
2020	28	45-50	0.31263207780081254	0.31080517573202693	0.005877965399008422
2020	28	50-55	0.4532699583800405	0.4731298410393084	-0.04197554442062312
2020	28	55-60	0.6412982753801422	0.6892126480871992	-0.06952044893551468
2020	28	60-65	0.8801708800208726	0.956396129265598	-0.07970049952341152
2020	28	65-70	1.2392631289174512	1.258862952696569	-0.015569465871669075
2020	28	70-75	1.9235464634767028	2.3312568731252084	-0.1748886681466132
2020	28	75-80	2.417619292935351	2.356324205852091	0.02601301082891294
2020	28	80-85	2.6944170572551775	2.9102816387031845	-0.07417308984026572
2020	28	85	5.695048846250416	6.181267170880358	-0.07865997556625481
2020	29	0-30	0.16388867610868305	0.18157314647270367	-0.09739584683949498
2020	29	30-35	0.06053294941291017	0.0542826812842077	0.11514295132139751
2020	29	35-40	0.07022113072787946	0.07801138235208478	-0.09986044842848674
2020	29	40-45	0.16521579715020476	0.16791336999595788	-0.016065265355689418
2020	29	45-50	0.30572308160631945	0.32657038177148306	-0.06383708177109426
2020	29	50-55	0.47240536559397367	0.47751683360823344	-0.010704267691750813
2020	29	55-60	0.6611220242326967	0.7199767592916798	-0.08174532621981434
2020	29	60-65	0.9245322989451777	0.9800367005894026	-0.056635023577019106
2020	29	65-70	1.2329241870815562	1.3033739962288156	-0.05405187563285674
2020	29	70-75	2.06534636302787	2.3508287237294088	-0.12143903033847703
2020	29	75-80	2.6096067073743345	2.4160155683343327	0.08012826638094417
2020	29	80-85	2.6715973393926022	2.959877708454679	-0.09739604046431527
2020	29	85	5.806420368268572	6.3599797573678725	-0.08703791682009931
2020	30	0-30	0.16881765884879382	0.1906218751846352	-0.11438464926820147
2020	30	30-35	0.052037096863729794	0.06462796783719757	-0.1948207779824529
2020	30	35-40	0.09251355318117453	0.08575298616158497	0.07883768626844767
2020	30	40-45	0.1636571575544481	0.1688335338416459	-0.030659645447289385
2020	30	45-50	0.29881408541182636	0.33750403531424045	-0.11463551796170668
2020	30	50-55	0.4437022547730739	0.48079354933229723	-0.07714599043754622
